filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,person
train/target/m429_02_p04_i0_0.wav,0.4376269280910492,0.017108464613556862,1133.5852868496206,1342.8704417344118,2204.6552689058876,0.051884697650812064,-426.0296630859375,152.45419311523438,-0.38789257407188416,40.17422103881836,-6.86093807220459,18.136781692504883,-3.8226218223571777,10.240516662597656,0.035197336226701736,-3.0318546295166016,5.5519585609436035,0.35546189546585083,6.2325897216796875,-2.4982807636260986,4.543469429016113,-1.1574465036392212,2.5827527046203613,-2.306889533996582,-0.7523789405822754,0.13905547559261322,m429_02
train/target/m429_02_p05_i0_0.wav,0.4884759187698364,0.01563788205385208,1196.2357919487451,1474.4170081186944,2525.2551864305397,0.04587238072795824,-444.29241943359375,136.3668212890625,5.51691198348999,38.61299514770508,-3.549938917160034,17.407838821411133,2.684290885925293,11.719993591308594,3.0757715702056885,0.0671122595667839,7.5954718589782715,4.421031475067139,8.471156120300293,0.2433711588382721,4.848451614379883,-1.0310548543930054,2.6422362327575684,-0.9407602548599243,-0.744516909122467,0.9210057854652405,m429_02
train/target/m429_02_r08_i0_0.wav,0.532764732837677,0.010226794518530369,1095.3926255088522,1576.9006518055708,2572.560271052004,0.034561118400127225,-480.52838134765625,128.16627502441406,1.8776394128799438,54.143699645996094,0.010241637006402016,23.370346069335938,2.2254045009613037,15.383240699768066,4.009435653686523,4.408620357513428,7.510348320007324,1.9394140243530273,8.356565475463867,-1.6859534978866577,6.5286545753479,-1.9786351919174194,5.098058700561523,-0.05097503215074539,0.9209434986114502,0.7863686680793762,m429_02
train/target/m429_02_r09_i0_0.wav,0.5631683468818665,0.008009609766304493,1164.9221690814693,1669.0793862291976,2808.9259998833954,0.031067805503731342,-498.47015380859375,118.37255096435547,2.4052910804748535,52.95294952392578,1.6277804374694824,25.864412307739258,1.8095364570617676,16.581687927246094,6.124180316925049,6.8452301025390625,8.117146492004395,3.1687850952148438,10.676485061645508,-0.31089505553245544,8.069710731506348,-0.6200941801071167,5.244663715362549,-0.06619198620319366,2.563404083251953,1.509385585784912,m429_02
train/target/m429_02_p03_i0_0.wav,0.5238911509513855,0.011119102127850056,1225.1851603039004,1605.3919628752512,2799.491472942073,0.04205041073848238,-469.3677673339844,126.99858093261719,-3.2376468181610107,52.70046615600586,2.1681606769561768,22.54805564880371,-0.11324188113212585,14.286425590515137,2.110640525817871,1.1432160139083862,6.72406005859375,2.665503740310669,9.049702644348145,-2.14939022064209,5.333035469055176,-0.953991711139679,5.498662948608398,-0.468767374753952,1.0447968244552612,-0.18195481598377228,m429_02
train/target/m429_02_p02_i0_0.wav,0.5288769006729126,0.01071826834231615,1326.942443174063,1648.6232261503615,2986.578369140625,0.055063100961538464,-467.7342834472656,107.78604888916016,14.327370643615723,38.50163269042969,6.312417030334473,17.80856704711914,5.964939594268799,9.955780029296875,7.71681547164917,2.2239084243774414,7.427209854125977,4.619775772094727,6.243928909301758,2.459625482559204,3.8133435249328613,1.0323123931884766,2.853891611099243,0.5903843641281128,1.7572360038757324,2.1499698162078857,m429_02
train/target/m429_02_p01_i0_0.wav,0.5851499438285828,0.008547901175916195,1210.448629078445,1689.4501544532484,2994.6533203125,0.03660408046602787,-493.7587585449219,111.15392303466797,3.6456899642944336,47.133514404296875,5.922330379486084,20.483768463134766,5.3722686767578125,14.001124382019043,6.28579044342041,6.077086448669434,9.000045776367188,4.050172328948975,8.687094688415527,-0.48542195558547974,5.904972076416016,1.0189231634140015,3.7900071144104004,-0.29567211866378784,1.3247020244598389,1.6473138332366943,m429_02
train/target/m429_02_r10_i0_0.wav,0.5369415879249573,0.009870734997093678,1217.0730135016217,1631.1715315042632,2821.6842296511627,0.039830880571705425,-480.84307861328125,127.84658813476562,-3.5456082820892334,54.66140365600586,-0.4131758213043213,27.179637908935547,-0.1904568076133728,14.75246810913086,2.1043646335601807,2.1980788707733154,7.3157124519348145,2.276953935623169,9.13133716583252,-0.8157196640968323,7.991880416870117,-1.4203633069992065,5.122839450836182,-1.2021547555923462,2.874561309814453,1.4874584674835205,m429_02
train/target/m429_02_r06_i0_0.wav,0.5391392707824707,0.009931057691574097,1180.2394873483747,1639.63379951497,2777.303977536165,0.03950151845326409,-486.89056396484375,114.93761444091797,6.042124271392822,50.97191619873047,8.832435607910156,23.084482192993164,2.7802579402923584,12.53791618347168,5.252458095550537,4.456881046295166,7.919445037841797,2.6932921409606934,8.18402099609375,0.08766523003578186,6.115506649017334,0.4735772907733917,4.692381858825684,0.6198139190673828,1.268775224685669,1.4946849346160889,m429_02
train/target/m429_02_r07_i0_0.wav,0.5828473567962646,0.008647185750305653,1152.7675192880467,1652.0362588745272,2831.2928895692567,0.030591626783033034,-491.9454650878906,117.42823028564453,5.477595806121826,46.03274154663086,5.601585865020752,20.4572696685791,4.3321309089660645,14.584406852722168,6.620335578918457,5.982248306274414,8.609779357910156,4.165253639221191,9.730836868286133,0.7730907201766968,6.40395975112915,-0.1859121471643448,3.941300630569458,0.8360701203346252,1.848593831062317,2.067258834838867,m429_02
train/target/m429_01_r10_i0_0.wav,0.4912002682685852,0.010293331928551197,1209.3212279446489,1482.2068877112317,2479.066215922274,0.04929488109048724,-450.52166748046875,147.11740112304688,-9.292763710021973,49.67855453491211,-9.605072975158691,23.581382751464844,-7.408044338226318,13.950582504272461,-2.0048227310180664,0.1269427388906479,9.552483558654785,7.310023307800293,12.052884101867676,-7.136402606964111,6.186915397644043,1.3093749284744263,7.200455188751221,-3.649397134780884,2.0783228874206543,0.3808084726333618,m429_01
train/target/m429_01_p01_i0_0.wav,0.6007097363471985,0.005709185265004635,1283.6006130595742,1815.6119120896917,3324.6316365465486,0.030739060687354988,-515.1409912109375,98.97327423095703,0.7254619002342224,48.37476348876953,9.066930770874023,22.797883987426758,6.216958522796631,16.9317569732666,7.744408130645752,7.986445903778076,11.068365097045898,5.550159454345703,9.528454780578613,0.7989344596862793,8.384974479675293,1.9795961380004883,5.17602014541626,1.4457837343215942,3.036155939102173,2.421137809753418,m429_01
train/target/m429_01_r07_i0_0.wav,0.5647863149642944,0.008097833953797817,1334.9765313686416,1751.9380453603192,3202.110519201294,0.04172210277588556,-491.0849304199219,111.12391662597656,-1.4403542280197144,49.986507415771484,4.007393836975098,25.688058853149414,2.071760416030884,14.85827350616455,5.365196704864502,6.635775566101074,11.452970504760742,5.7910614013671875,9.580757141113281,-1.5283994674682617,7.6993489265441895,1.5030121803283691,5.092822551727295,-0.17000536620616913,3.9308178424835205,1.9979795217514038,m429_01
train/target/m429_01_r06_i0_0.wav,0.5471468567848206,0.008460763841867447,1236.688705827652,1695.671889125188,2949.2347680068597,0.03652224657012195,-492.56829833984375,119.78079223632812,1.4577984809875488,50.091854095458984,-1.8540984392166138,25.3565731048584,0.7686396837234497,16.38047218322754,4.889185905456543,5.552750587463379,10.411688804626465,4.965570449829102,9.833344459533691,-1.6609644889831543,7.167383193969727,0.7693820595741272,6.689824104309082,-0.7189942598342896,3.2954928874969482,2.1966333389282227,m429_01
train/target/m429_01_p02_i0_0.wav,0.5539365410804749,0.008465232327580452,1331.9006657637112,1704.4300809658566,3105.6350457863728,0.04984204234972678,-488.67315673828125,118.95938110351562,-0.4586031436920166,49.70284652709961,-3.2137420177459717,25.722389221191406,0.04241543263196945,15.82664680480957,4.048640727996826,3.586629867553711,9.252669334411621,4.139928340911865,9.12742805480957,-1.2046170234680176,7.633931636810303,0.026582540944218636,6.867256164550781,0.18417207896709442,4.450263977050781,2.2607734203338623,m429_01
